Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Calventius Calpurnius,23,Thrace,177,85,Secutor,6,1,Dagger,Superior,High,5.081832766006776,Expert,7,Excellent,High,Aggressive,True
Aulus Paternus,37,Thrace,179,80,Secutor,9,2,Dagger,Superior,High,1.582387157607512,Basic,11,Good,Medium,Aggressive,True
Manilius Cosconius,34,Germania,178,93,Thraex,11,2,Dagger,Standard,Low,1.789732389079101,Basic,13,Excellent,Medium,Balanced,True
Orchius Cominius,18,Greece,168,58,Retiarius,4,0,Trident,Superior,Low,6.8929856417379085,Basic,4,Excellent,Medium,Balanced,True
Caecilius Messalla,32,Thrace,189,71,Retiarius,12,3,Net,Basic,Low,7.804861659928249,Advanced,15,Excellent,Low,Balanced,True
Horatius Geminius,24,Thrace,179,82,Murmillo,8,3,Gladius (Sword),Basic,High,5.623094947556552,Basic,11,Excellent,Medium,Balanced,True
Nasidius Gaius,41,Greece,167,61,Provocator,6,0,Dagger,Superior,Low,3.9602901045108783,Intermediate,6,Good,Low,Aggressive,True
Manilius Numerius,24,Greece,171,62,Retiarius,4,2,Trident,Basic,Low,9.26519265586185,Basic,6,Excellent,Medium,Balanced,False
Papinius Appius,43,Rome,186,79,Retiarius,10,3,Net,Basic,Low,0.9988590428891332,Basic,13,Good,Low,Aggressive,True
Cornelius Manius,21,Gaul,167,85,Thraex,3,0,Sica (Curved Sword),Basic,Low,6.875848374462257,Expert,3,Excellent,Low,Balanced,False
Nonius Hostilius,40,Thrace,180,71,Retiarius,8,4,Net,Basic,Low,8.770224907768588,Advanced,12,Good,Medium,Balanced,True
Percennius Betilienus,28,Thrace,195,49,Hoplomachus,8,0,Dagger,Superior,Low,3.6547414256154047,Advanced,8,Excellent,Medium,Balanced,True
Fabrinius Avidius,33,Greece,179,94,Hoplomachus,9,5,Dagger,Superior,Low,4.285841677862512,Advanced,14,Excellent,Low,Aggressive,True
Opimius Duronius,44,Greece,181,119,Secutor,11,0,Gladius (Sword),Standard,Low,2.6433859557287263,Basic,11,Good,Medium,Balanced,True
Naevius Ninnius,44,Rome,185,80,Murmillo,10,3,Gladius (Sword),Standard,Low,6.07406920287179,Basic,13,Good,Medium,Aggressive,True
Herennius Coruncanius,22,Numidia,171,68,Thraex,7,2,Dagger,Superior,Low,8.23229580785079,Advanced,9,Excellent,High,Aggressive,True
Matinius Lentulus,42,Numidia,188,78,Retiarius,13,7,Trident,Basic,High,2.0580823743385235,Basic,20,Fair,Medium,Balanced,True
Orchius Marcius,33,Rome,182,79,Retiarius,10,3,Net,Standard,High,2.890817583474528,Basic,13,Good,Medium,Balanced,True
Cornelius Nautius,20,Rome,183,83,Retiarius,6,1,Net,Basic,Low,5.7337711527283615,Advanced,7,Excellent,Medium,Balanced,True
Servius Gabinius,19,Rome,169,68,Retiarius,4,0,Trident,Basic,Low,4.964076837848796,Expert,4,Excellent,Medium,Defensive,True
Percennius Pinarus,40,Germania,178,79,Provocator,10,1,Gladius (Sword),Standard,Low,4.2473549262164525,Basic,11,Good,Medium,Aggressive,True
Papirius Blossius,26,Gaul,182,89,Secutor,5,1,Dagger,Superior,Low,4.712379520065047,Advanced,6,Excellent,Medium,Balanced,True
Cassius Fabrinius,41,Thrace,177,97,Hoplomachus,8,0,Spear,Standard,Low,2.844593811539394,Basic,8,Good,Low,Balanced,True
Lucius Fundanus,29,Gaul,201,105,Thraex,4,0,Sica (Curved Sword),Basic,Low,6.5632705080192295,Intermediate,4,Excellent,Low,Aggressive,True
Hortensius Claudius,28,Thrace,167,81,Provocator,9,4,Gladius (Sword),Superior,High,2.8327872914543475,Expert,13,Excellent,Medium,Aggressive,True
Octavenus Titus,33,Thrace,186,75,Provocator,8,1,Gladius (Sword),Basic,Low,4.834744246322195,Intermediate,9,Excellent,Medium,Balanced,True
Claudius Gracchus,23,Numidia,173,69,Provocator,7,1,Gladius (Sword),Basic,Low,8.616113540220276,Advanced,8,Excellent,High,Defensive,True
Calventius Vibius,39,Greece,167,81,Provocator,9,1,Gladius (Sword),Basic,Low,1.83925269313376,Basic,10,Good,Medium,Aggressive,True
Palpellius Hortensius,41,Germania,191,74,Retiarius,7,3,Net,Basic,High,0.951341865625366,Basic,10,Fair,Medium,Aggressive,True
Cilnius Foslius,32,Germania,177,107,Thraex,9,0,Sica (Curved Sword),Standard,Low,4.490802817130617,Intermediate,9,Excellent,Medium,Aggressive,True
Cassius Granius,35,Greece,192,78,Retiarius,11,2,Net,Superior,Low,3.3228768528359365,Basic,13,Excellent,Medium,Aggressive,True
Cinna Manilius,30,Germania,175,100,Hoplomachus,5,0,Spear,Standard,Low,8.145071065615275,Intermediate,5,Excellent,Medium,Aggressive,True
Valerius Pedius,36,Germania,168,71,Retiarius,10,0,Trident,Basic,Low,3.0104371255840143,Expert,10,Good,Medium,Aggressive,True
Lollius Tiberius,32,Thrace,167,88,Thraex,7,3,Sica (Curved Sword),Standard,Low,2.7623711189316853,Intermediate,10,Excellent,Low,Aggressive,True
Cosconius Latinius,25,Germania,173,88,Provocator,5,1,Dagger,Basic,Low,6.431717574872628,Intermediate,6,Excellent,Medium,Aggressive,True
Cinna Manilius,25,Thrace,186,83,Secutor,7,2,Gladius (Sword),Standard,Low,5.553614574040592,Advanced,9,Excellent,Medium,Defensive,True
Hostius Nasennius,21,Rome,169,89,Secutor,6,1,Dagger,Basic,Low,3.155188089954146,Intermediate,7,Excellent,High,Balanced,False
Cispius Gnaeus,25,Gaul,184,54,Secutor,2,1,Gladius (Sword),Superior,Low,3.7602063636060254,Expert,3,Excellent,Medium,Balanced,False
Cilnius Blaesus,24,Rome,188,79,Secutor,4,0,Gladius (Sword),Superior,Low,1.0824454573118474,Advanced,4,Excellent,High,Balanced,False
Gaius Pasidienus,44,Germania,172,90,Thraex,9,4,Dagger,Superior,Low,2.535274610596574,Basic,13,Good,Medium,Balanced,True
Burrienus Afranius,20,Numidia,159,136,Murmillo,4,1,Dagger,Superior,Low,6.4677494255365415,Intermediate,5,Excellent,High,Balanced,True
Palpellius Iunius,30,Thrace,173,99,Retiarius,10,2,Net,Superior,Low,4.459347679145317,Advanced,12,Excellent,Medium,Balanced,True
Hostilius Caelius,45,Greece,174,85,Retiarius,13,2,Trident,Standard,High,1.0391721433273342,Basic,15,Fair,Medium,Balanced,True
Hordeonius Aelius,35,Germania,163,49,Hoplomachus,10,0,Dagger,Standard,Low,1.0190388745538,Intermediate,10,Excellent,Medium,Balanced,True
Egnatius Cornelius,44,Rome,169,107,Murmillo,9,2,Gladius (Sword),Standard,Low,2.4921021107565857,Basic,11,Good,Low,Balanced,True
Quintus Tiberius,22,Rome,168,81,Retiarius,9,0,Net,Standard,High,7.191019456860446,Expert,9,Excellent,Medium,Balanced,True
Paternus Considius,20,Greece,183,92,Retiarius,7,1,Trident,Basic,Low,7.125231590635034,Advanced,8,Excellent,Medium,Balanced,True
Laecanius Marcus,36,Germania,191,77,Provocator,11,1,Gladius (Sword),Superior,Low,4.836857903171023,Basic,12,Excellent,Low,Aggressive,False
Servius Orbilius,35,Rome,185,88,Murmillo,13,2,Dagger,Standard,Low,7.823021935902079,Intermediate,15,Excellent,Medium,Balanced,True
Gaius Cispius,25,Greece,172,92,Hoplomachus,7,1,Spear,Superior,Low,7.1917496790179545,Intermediate,8,Excellent,Medium,Balanced,True
Volumnius Spurius,36,Germania,168,84,Provocator,8,2,Gladius (Sword),Standard,Low,3.97009271334611,Intermediate,10,Good,Low,Aggressive,True
Ofilius Licinius,38,Gaul,174,80,Thraex,10,0,Dagger,Standard,Low,4.98824216286602,Intermediate,10,Good,Medium,Balanced,True
Nasidienus Volumnius,25,Gaul,178,75,Retiarius,5,0,Trident,Superior,Low,4.691389465010047,Intermediate,5,Excellent,Medium,Aggressive,True
Laetorius Cosconius,37,Germania,199,51,Retiarius,6,2,Trident,Basic,Low,1.030135945198415,Advanced,8,Good,Medium,Aggressive,True
Papirius Aulus,43,Rome,180,93,Secutor,14,1,Dagger,Standard,High,0.9887378026304562,Basic,15,Fair,Medium,Balanced,True
Opimius Cantilius,32,Germania,181,79,Hoplomachus,8,1,Dagger,Superior,Low,4.006312273178549,Expert,9,Excellent,Medium,Aggressive,True
Hostius Burrienus,21,Thrace,165,109,Secutor,5,0,Gladius (Sword),Basic,Low,8.474290446555088,Expert,5,Excellent,High,Aggressive,True
Catius Curtius,38,Numidia,184,87,Murmillo,3,0,Dagger,Basic,Low,5.655042073351636,Basic,3,Good,Medium,Aggressive,False
Lamponius Flavius,27,Gaul,183,81,Provocator,6,1,Dagger,Basic,Low,7.58470915080985,Advanced,7,Excellent,Low,Aggressive,True
Numonius Numicius,25,Gaul,180,74,Hoplomachus,7,1,Spear,Superior,Low,4.9407626765751225,Advanced,8,Excellent,Medium,Aggressive,True
Spurius Menenius,18,Thrace,179,51,Thraex,5,2,Sica (Curved Sword),Basic,Low,8.538142196117176,Advanced,7,Excellent,Medium,Aggressive,True
Fannius Domitius,22,Greece,183,77,Provocator,3,1,Gladius (Sword),Superior,Low,7.099890277925961,Expert,4,Excellent,Medium,Balanced,True
Calpurnius Licinius,26,Gaul,173,99,Thraex,4,1,Sica (Curved Sword),Standard,Low,7.037187830976396,Expert,5,Excellent,Medium,Aggressive,False
Quintus Hirrus,34,Germania,176,90,Thraex,8,1,Sica (Curved Sword),Superior,Low,4.987440775459046,Basic,9,Excellent,Medium,Balanced,True
Ovidius Cloelius,20,Gaul,179,107,Secutor,6,0,Dagger,Superior,Low,3.5936542225764723,Basic,6,Excellent,Medium,Aggressive,True
Lucretius Lucius,24,Thrace,177,88,Murmillo,5,1,Dagger,Superior,Low,8.075145836553988,Expert,6,Excellent,High,Balanced,True
Claudius Gaius,38,Gaul,181,68,Retiarius,10,5,Trident,Superior,High,3.270754734119393,Basic,15,Good,Medium,Balanced,False
Cominius Manius,24,Germania,174,72,Provocator,5,0,Gladius (Sword),Basic,Low,5.813588195029431,Advanced,5,Excellent,Medium,Balanced,True
Cordius Marcius,25,Germania,171,82,Thraex,3,0,Dagger,Basic,Low,6.270504291590698,Advanced,3,Excellent,Low,Balanced,False
Fannius Mallius,25,Greece,185,96,Secutor,8,4,Gladius (Sword),Superior,Low,2.843080324859894,Expert,12,Excellent,Medium,Aggressive,True
Cinna Agrippa,40,Gaul,187,61,Thraex,10,5,Dagger,Standard,High,3.6687994257239054,Basic,15,Fair,Low,Balanced,True
Aulus Novellius,35,Numidia,167,60,Hoplomachus,15,3,Dagger,Superior,High,4.661037792292483,Basic,18,Good,Low,Balanced,False
Vibius Quintus,29,Gaul,161,82,Hoplomachus,6,1,Spear,Basic,Low,4.991693797190892,Advanced,7,Excellent,Medium,Balanced,False
Persius Junius,22,Rome,170,58,Provocator,4,0,Dagger,Basic,Low,4.51005615141644,Advanced,4,Excellent,Medium,Balanced,True
Numicius Cloelius,28,Rome,193,98,Thraex,7,2,Dagger,Standard,Low,4.04933840572302,Advanced,9,Excellent,Medium,Aggressive,True
Gaius Fidius,37,Numidia,187,59,Retiarius,9,2,Trident,Superior,Low,4.928439244084256,Intermediate,11,Excellent,Medium,Aggressive,True
Gaius Mescinius,29,Germania,171,60,Hoplomachus,10,1,Dagger,Superior,Low,10.47194883588956,Advanced,11,Excellent,Medium,Defensive,True
Terentius Caedicius,44,Numidia,165,79,Murmillo,13,4,Dagger,Superior,High,1.570699958339556,Basic,17,Fair,Low,Balanced,True
Atilius Sextius,42,Germania,178,74,Secutor,10,2,Gladius (Sword),Standard,Low,4.376423804636296,Basic,12,Good,Medium,Balanced,True
Latinius Terentius,27,Greece,189,67,Retiarius,6,1,Net,Basic,Low,5.002397950162946,Intermediate,7,Excellent,Medium,Balanced,True
Ostorius Catilius,23,Greece,180,108,Secutor,2,0,Gladius (Sword),Standard,Low,5.81139771605632,Advanced,2,Excellent,High,Balanced,False
Sextus Lartius,43,Thrace,177,79,Hoplomachus,10,4,Spear,Standard,Low,2.029578690474255,Basic,14,Good,Low,Aggressive,True
Baebius Titus,21,Greece,196,70,Retiarius,6,2,Net,Standard,Low,4.750844856278844,Advanced,8,Excellent,High,Balanced,True
Pasidienus Lamponius,42,Greece,179,67,Thraex,14,3,Sica (Curved Sword),Superior,High,4.207871539400642,Basic,17,Fair,Low,Balanced,True
Volumnius Iunius,28,Germania,175,76,Murmillo,5,1,Gladius (Sword),Superior,Low,4.222053670090922,Expert,6,Excellent,Medium,Defensive,True
Gabinius Pacilius,27,Gaul,164,96,Provocator,10,1,Gladius (Sword),Standard,Low,3.742964307987415,Advanced,11,Excellent,Low,Balanced,True
Blossius Balbus,34,Germania,177,67,Thraex,15,1,Dagger,Basic,Low,6.08883642157517,Basic,16,Excellent,Medium,Balanced,True
Nigidius Longinius,22,Greece,180,82,Murmillo,5,1,Gladius (Sword),Basic,Low,7.6719211082993715,Intermediate,6,Excellent,Low,Aggressive,True
Laetorius Bruttius,39,Germania,157,105,Secutor,10,3,Dagger,Superior,High,0.9591177097922692,Basic,13,Good,Medium,Aggressive,True
Laecanius Aquillius,44,Rome,162,56,Secutor,7,1,Gladius (Sword),Superior,Low,3.4699322946428475,Basic,8,Good,Low,Balanced,True
Sextus Balbus,20,Numidia,189,100,Murmillo,6,0,Gladius (Sword),Superior,Low,4.164954172084371,Intermediate,6,Excellent,Medium,Aggressive,True
Pasidienus Calventius,37,Gaul,178,99,Hoplomachus,9,3,Dagger,Standard,Low,0.9927391356864612,Intermediate,12,Good,Medium,Aggressive,True
Opimius Decentius,23,Numidia,177,92,Murmillo,5,0,Dagger,Superior,Low,4.161892274187256,Expert,5,Excellent,Medium,Balanced,True
Gaius Modius,33,Germania,166,85,Retiarius,10,2,Trident,Superior,Low,9.732036597480596,Intermediate,12,Excellent,Low,Aggressive,True
Claudius Cantilius,26,Rome,181,90,Secutor,5,2,Dagger,Standard,Low,4.820353071135937,Advanced,7,Excellent,Medium,Balanced,True
Maecenas Pettius,38,Greece,169,97,Thraex,6,2,Dagger,Basic,Low,5.421112064841033,Intermediate,8,Good,Low,Aggressive,True
Pilus Hortensius,39,Thrace,158,102,Murmillo,16,2,Gladius (Sword),Basic,Low,4.204474275727694,Intermediate,18,Good,Low,Aggressive,True
Minicius Laecanius,22,Numidia,184,64,Murmillo,9,1,Gladius (Sword),Standard,Low,5.368646313043103,Intermediate,10,Excellent,Low,Balanced,True
Ennius Appius,31,Rome,170,101,Thraex,8,4,Sica (Curved Sword),Basic,Low,1.9170675934300765,Expert,12,Excellent,Low,Defensive,True
Matienus Decentius,37,Germania,177,93,Murmillo,10,2,Gladius (Sword),Basic,Low,2.6933587219001964,Basic,12,Good,Low,Aggressive,True
Messalla Avidius,29,Numidia,188,80,Retiarius,5,3,Trident,Standard,Low,4.818953437930641,Basic,8,Excellent,Low,Balanced,False
Gracchus Betilienus,39,Numidia,180,91,Retiarius,7,3,Net,Basic,Low,3.284066412030294,Basic,10,Good,Low,Aggressive,True
Horatius Fulcinia,23,Numidia,166,94,Murmillo,4,0,Gladius (Sword),Basic,Low,5.741544443438944,Advanced,4,Excellent,High,Aggressive,True
Ovidius Fannius,38,Rome,166,96,Thraex,5,0,Dagger,Standard,Low,1.3346232068326351,Basic,5,Good,Low,Balanced,True
Octavenus Albinius,21,Germania,173,96,Murmillo,3,0,Gladius (Sword),Standard,Low,6.671068222952276,Advanced,3,Excellent,High,Balanced,True
Caedicius Festinius,20,Gaul,161,78,Thraex,3,1,Sica (Curved Sword),Basic,Low,4.922205033058478,Expert,4,Excellent,Low,Aggressive,False
Pilus Valerius,36,Gaul,186,77,Provocator,14,3,Dagger,Superior,Low,3.009955006430975,Intermediate,17,Excellent,Low,Aggressive,False
Pinarus Albinius,22,Germania,166,92,Retiarius,3,0,Net,Superior,Low,7.976562843570706,Advanced,3,Excellent,Medium,Aggressive,True
Munatius Considius,20,Thrace,183,97,Murmillo,4,1,Dagger,Basic,Low,6.699790071726847,Basic,5,Excellent,Medium,Balanced,False
Fabius Gaius,45,Greece,177,69,Provocator,10,2,Gladius (Sword),Basic,Low,4.167919282628373,Basic,12,Good,Medium,Aggressive,True
Ostorius Pacilius,44,Rome,164,89,Provocator,10,1,Gladius (Sword),Superior,Low,6.061365858532249,Basic,11,Good,Medium,Balanced,True
Pedius Servius,35,Germania,173,81,Secutor,9,1,Dagger,Standard,Low,2.7836188413780087,Intermediate,10,Excellent,Medium,Balanced,True
Laberius Cicereius,29,Rome,176,78,Secutor,9,3,Dagger,Superior,Low,6.997794217056949,Expert,12,Excellent,Low,Balanced,True
Laecanius Tiberius,21,Germania,172,69,Provocator,4,0,Gladius (Sword),Superior,Low,8.174092266907381,Basic,4,Excellent,High,Aggressive,True
Murena Fulcinia,40,Greece,197,105,Provocator,8,0,Gladius (Sword),Basic,Low,4.454801336404604,Basic,8,Good,Low,Aggressive,True
Iulius Hordeonius,44,Germania,182,102,Retiarius,8,0,Trident,Basic,Low,4.305499144779176,Basic,8,Good,Medium,Balanced,True
Iuventius Cocceius,42,Germania,168,77,Retiarius,11,0,Net,Superior,Low,4.07771740710007,Basic,11,Good,Medium,Aggressive,True
Fulvius Burrienus,18,Germania,154,88,Provocator,3,1,Dagger,Superior,Low,6.2589967010481535,Intermediate,4,Excellent,Medium,Balanced,True
Nigidius Nasidienus,43,Numidia,193,70,Murmillo,17,1,Dagger,Superior,High,1.06243645965886,Basic,18,Fair,Medium,Balanced,True
Norbanus Marius,24,Germania,169,75,Murmillo,4,1,Gladius (Sword),Superior,Low,2.71658763258456,Intermediate,5,Excellent,Low,Balanced,True
Laberius Blossius,36,Numidia,172,68,Murmillo,8,3,Gladius (Sword),Basic,Low,2.6420355092081795,Basic,11,Good,Low,Balanced,False
Oppius Numicius,21,Numidia,188,87,Secutor,7,0,Dagger,Standard,Low,7.275236338162258,Advanced,7,Excellent,Medium,Balanced,True
Cassius Cominius,27,Germania,168,75,Thraex,4,1,Dagger,Basic,Low,5.232537452604936,Basic,5,Excellent,Low,Aggressive,False
Marius Caninius,34,Gaul,178,85,Hoplomachus,6,2,Dagger,Standard,Low,4.547568606027656,Intermediate,8,Excellent,Medium,Balanced,True
Lartius Novellius,27,Gaul,168,110,Secutor,4,2,Gladius (Sword),Superior,Low,5.424425463906388,Expert,6,Excellent,Medium,Balanced,True
Laecanius Percennius,43,Germania,166,83,Secutor,10,0,Dagger,Basic,Low,2.730055953310745,Basic,10,Good,Low,Balanced,True
Tiberius Fulvius,35,Numidia,170,98,Thraex,6,2,Dagger,Basic,Low,7.4766143887654115,Intermediate,8,Excellent,Low,Aggressive,True
Cestius Norbanus,40,Rome,165,79,Hoplomachus,16,3,Spear,Standard,Low,5.380518490605072,Basic,19,Good,Medium,Aggressive,True
Iunius Horatius,33,Thrace,159,83,Retiarius,8,4,Net,Basic,Low,3.4164770901578563,Advanced,12,Excellent,Medium,Balanced,True
Licinius Numonius,32,Thrace,183,90,Retiarius,10,4,Trident,Basic,Low,7.998898476690127,Basic,14,Excellent,Low,Balanced,True
Modius Catius,33,Rome,198,119,Hoplomachus,7,2,Dagger,Basic,Low,5.5887904335069525,Intermediate,9,Excellent,Low,Aggressive,True
Catilius Tarquinius,37,Greece,195,75,Secutor,2,0,Gladius (Sword),Standard,Low,2.73999035659739,Intermediate,2,Good,Medium,Balanced,True
Palpellius Pacilius,30,Numidia,153,86,Thraex,8,2,Dagger,Superior,Low,9.186324547200352,Expert,10,Excellent,Medium,Defensive,True
Musonius Laronius,21,Germania,179,108,Murmillo,6,1,Dagger,Standard,Low,6.93015147241238,Basic,7,Excellent,Medium,Aggressive,False
Domitius Manius,41,Germania,192,49,Retiarius,11,1,Trident,Standard,Low,4.086320003463796,Basic,12,Good,Medium,Aggressive,True
Pinarus Furius,41,Greece,165,88,Thraex,8,2,Sica (Curved Sword),Superior,Low,4.591742753860752,Basic,10,Excellent,Medium,Aggressive,True
Balbus Caelius,32,Numidia,178,92,Thraex,7,2,Dagger,Standard,Low,10.146098197278102,Advanced,9,Excellent,Medium,Aggressive,True
Latinius Didius,24,Thrace,191,92,Hoplomachus,6,0,Dagger,Standard,Low,3.1695149571478405,Expert,6,Excellent,High,Balanced,True
Sextius Ollius,40,Thrace,170,89,Secutor,12,1,Dagger,Basic,High,4.663287312505206,Basic,13,Fair,Medium,Balanced,True
Afranius Lartius,18,Gaul,167,86,Thraex,4,1,Sica (Curved Sword),Standard,Low,7.399100974532456,Advanced,5,Excellent,High,Balanced,True
Paconius Furius,23,Numidia,168,94,Hoplomachus,8,1,Dagger,Basic,Low,4.012370563008637,Intermediate,9,Excellent,Medium,Aggressive,True
Papirius Cordius,32,Germania,191,80,Provocator,9,1,Gladius (Sword),Basic,Low,8.44291528798688,Basic,10,Excellent,Medium,Aggressive,True
Cilnius Gaius,43,Numidia,176,85,Murmillo,9,0,Gladius (Sword),Standard,Low,5.550593730937679,Basic,9,Good,Medium,Aggressive,True
Lentulus Iunius,23,Numidia,152,88,Retiarius,6,1,Net,Standard,Low,7.2588509076473455,Expert,7,Excellent,Medium,Aggressive,True
Cispius Ostorius,18,Thrace,193,70,Retiarius,5,2,Net,Superior,Low,5.693378876437175,Intermediate,7,Excellent,Medium,Aggressive,True
Paconius Naevius,24,Thrace,172,101,Murmillo,7,4,Gladius (Sword),Standard,Low,3.854725234584956,Expert,11,Excellent,Medium,Defensive,True
Quintus Cassius,25,Numidia,189,108,Secutor,7,1,Dagger,Basic,Low,6.550016852530123,Intermediate,8,Excellent,Medium,Aggressive,False
Laecanius Calventius,29,Numidia,189,77,Retiarius,5,0,Net,Standard,Low,5.048642166049812,Expert,5,Excellent,Medium,Aggressive,True
Cilnius Menenius,18,Rome,171,125,Retiarius,2,0,Trident,Superior,Low,4.30317373509507,Expert,2,Excellent,High,Aggressive,False
Hostilius Lartius,24,Gaul,185,73,Hoplomachus,4,1,Spear,Basic,Low,6.16190505614459,Advanced,5,Excellent,High,Balanced,False
Palpellius Livius,21,Greece,185,62,Retiarius,5,1,Trident,Superior,Low,10.71152336501462,Advanced,6,Excellent,Medium,Balanced,True
Ennius Aulus,20,Germania,189,82,Thraex,4,1,Sica (Curved Sword),Basic,Low,9.317621872123675,Expert,5,Excellent,Medium,Balanced,False
Junius Musonius,41,Rome,166,106,Secutor,13,4,Gladius (Sword),Standard,Low,1.6229590447683926,Basic,17,Good,Medium,Balanced,True
Petreius Laetorius,28,Gaul,174,67,Thraex,9,1,Dagger,Superior,Low,4.94277239283651,Advanced,10,Excellent,Medium,Aggressive,True
Numerius Livius,26,Germania,180,93,Hoplomachus,6,2,Dagger,Superior,Low,2.623230177411601,Expert,8,Excellent,Medium,Balanced,True
Manilius Considius,44,Rome,177,87,Hoplomachus,10,5,Spear,Basic,High,1.020554059930914,Basic,15,Fair,Low,Balanced,True
Nasennius Blossius,19,Greece,176,98,Secutor,3,1,Dagger,Standard,Low,8.143471557095268,Advanced,4,Excellent,High,Balanced,False
Cosconius Blaesus,39,Rome,168,108,Retiarius,4,0,Net,Basic,Low,3.7828814517599225,Basic,4,Good,Low,Balanced,True
Decimus Fabius,35,Gaul,174,68,Hoplomachus,5,3,Spear,Basic,Low,2.13573044462781,Expert,8,Excellent,Medium,Balanced,False
Opellius Herennius,38,Germania,182,83,Secutor,8,3,Dagger,Basic,Low,5.490565501047385,Basic,11,Good,Medium,Aggressive,True
